FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202501;513881387;Z-335112;87089997;FR;PT;10;EXW;11;3;;2;1;153;;QV999999999999;
INTRA-EX;202501;513881387;Z-341225;87089997;FR;PT;10;EXW;11;3;;2,4;1;169;;QV999999999999;
INTRA-EX;202501;513881387;CTS-IT-800;84213100;EE;PT;10;EXW;11;3;;4,3;1;277;;QV999999999999;
INTRA-EX;202501;513881387;MS100208-4;84099100;ES;PT;10;EXW;11;3;;1,7;1;119;;QV999999999999;
INTRA-EX;202501;513881387;BBF46;87088055;SE;PT;10;EXW;11;3;;8,7;1;157;;QV999999999999;
INTRA-EX;202501;513881387;UR-AR23-485;87088055;SE;PT;10;EXW;11;3;;6,1;1;186;;QV999999999999;
INTRA-EX;202501;513881387;AC-N55-INLET;40091100;BE;PT;10;EXW;11;3;;1,4;1;104;;QV999999999999;
INTRA-EX;202501;513881387;SBMP105;87089997;BE;PT;10;EXW;11;3;;5;1;68;;QV999999999999;
INTRA-EX;202501;513881387;ATINTP&C4-BK;40091100;GR;PT;10;EXW;11;3;;1,7;1;143;;QV999999999999;
INTRA-EX;202501;513881387;50003-MR45XLZ-4;87089997;NL;PT;10;EXW;11;3;;0,3;1;82;;QV999999999999;
INTRA-EX;202501;513881387;SAUP087;87089997;PL;PT;10;EXW;11;3;;12,4;1;218;;PL8141683531;
INTRA-EX;202501;513881387;VWR13G700;84099100;DE;PT;10;EXW;11;3;;2,8;1;468;;DE181881308;
INTRA-EX;202501;513881387;VWR13G700RFK;87089997;DE;PT;10;EXW;11;3;;0,5;1;46;;DE181881308;
INTRA-EX;202501;513881387;PF04;85444290;DE;PT;10;EXW;11;3;;0,2;2;318;;DE181881308;
INTRA-EX;202501;513881387;PF05;90262020;DE;PT;10;EXW;11;3;;0,2;2;341;;DE181881308;
INTRA-EX;202501;513881387;VWR12G7R600ITBLA;84213100;HU;PT;10;EXW;11;3;;0,8;1;76;;HU25464285;
INTRA-EX;202501;513881387;AC-N54-IC;87089135;HU;PT;10;EXW;11;3;;11,5;1;214;;HU25464285;
INTRA-EX;202501;513881387;VWR12G7R601FO;84213100;HU;PT;10;EXW;11;3;;0,9;2;225;;HU25464285;
INTRA-EX;202501;513881387;SP-734;32081090;HU;PT;10;EXW;11;3;;0,5;2;25;;HU25464285;
INTRA-EX;202501;513881387;SP-139;;HU;PT;10;EXW;11;3;;0,1;1;13;;HU25464285;
INTRA-EX;202501;513881387;SP-124;32081090;HU;PT;10;EXW;11;3;;0,5;2;26;;HU25464285;
INTRA-EX;202501;513881387;MS100208;85111000;HU;PT;10;EXW;11;3;;0,3;4;99;;HU25464285;
INTRA-EX;202501;513881387;TS-0552-1012;87089997;HU;PT;10;EXW;11;3;;1,4;1;227;;HU25464285;
INTRA-EX;202501;513881387;TS-0204-1132;87089997;HU;PT;10;EXW;11;3;;0,5;1;185;;HU25464285;
INTRA-EX;202501;513881387;8E0971824S-RD;84099100;ES;PT;10;EXW;11;3;;0,2;1;14;;QV999999999999;
INTRA-EX;202501;513881387;EVO9204;84213100;FR;PT;10;EXW;11;3;;7,5;1;328;;QV999999999999;
INTRA-EX;202501;513881387;FMINDDS3-BK;;SE;PT;10;EXW;11;3;;0,1;1;127;;QV999999999999;
INTRA-EX;202501;513881387;CTS-IT-285;40091100;BE;PT;10;EXW;11;3;;0,3;1;82;;QV999999999999;
INTRA-EX;202501;513881387;VWR19G704;70102000;NL;PT;10;EXW;11;3;;0,1;2;98;;NL866996473B01;
INTRA-EX;202501;513881387;VWR19G707;84213100;NL;PT;10;EXW;11;3;;0,1;1;49;;NL866996473B01;
INTRA-EX;202501;513881387;VWR12G7R600ITINLET;87089997;NL;PT;10;EXW;11;3;;0,4;4;401;;NL866996473B01;
INTRA-EX;202501;513881387;VWR900002;85111000;NL;PT;10;EXW;11;3;;0,3;4;122;;NL866996473B01;
INTRA-EX;202501;513881387;VWR1210R601EG;84213100;NL;PT;10;EXW;11;3;;5,2;1;505;;NL866996473B01;
INTRA-EX;202501;513881387;VWR17G7R600;40091100;NL;PT;10;EXW;11;3;;0,2;3;114;;NL866996473B01;
INTRA-EX;202501;513881387;VWR120001;87089997;NL;PT;10;EXW;11;3;;0,1;2;9;;NL866996473B01;
