FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202506;513881387;EVE-F9XM5M8-CHG;84212300;BG;PT;10;EXW;11;3;;1,2;1;472;;BG204171399;
INTRA-EX;202506;513881387;MMOC-EVO-01BK;87089135;BG;PT;10;EXW;11;3;;4,3;1;351;;BG204171399;
INTRA-EX;202506;513881387;KCA395;87088055;BG;PT;10;EXW;11;3;;2;1;152;;BG204171399;
INTRA-EX;202506;513881387;EVE-F9XM5M8-CF-INT;84213100;BG;PT;10;EXW;11;3;;5,3;1;1571;;BG204171399;
INTRA-EX;202506;513881387;EVE-C8RS6-CF-INT;84213100;SI;PT;10;EXW;11;3;;4,8;1;1987;;SI84452412;
INTRA-EX;202506;513881387;SBW1162-4P-BK;87083091;SI;PT;10;EXW;11;3;;0,5;1;63;;SI84452412;
INTRA-EX;202506;513881387;EVE-S62-CF-PLM;87089997;SI;PT;10;EXW;11;3;;3,8;1;892;;SI84452412;
INTRA-EX;202506;513881387;EVE-X56M-CHG;84213100;SI;PT;10;EXW;11;3;;1,3;1;472;;SI84452412;
INTRA-EX;202506;513881387;EVE-X56M-CF-INT;84213100;SI;PT;10;EXW;11;3;;7;2;3712;;SI84452412;
INTRA-EX;202506;513881387;CTS-EXH-TP-0008;87089235;HU;PT;10;EXW;11;3;;4;1;112;;HU25464285;
INTRA-EX;202506;513881387;MMTS-E46-99V2;87089997;HU;PT;10;EXW;11;3;;0,5;2;148;;HU25464285;
INTRA-EX;202506;513881387;AC-MK7R-DP;87089235;HU;PT;10;EXW;11;3;;11,6;2;371;;HU25464285;
INTRA-EX;202506;513881387;AC-45S-DP;;HU;PT;10;EXW;11;3;;0,1;1;249;;HU25464285;
INTRA-EX;202506;513881387;AC-35-DP;87089235;HU;PT;10;EXW;11;3;;5,2;1;215;;HU25464285;
INTRA-EX;202506;513881387;AC-MK8R-DP;87089235;HU;PT;10;EXW;11;3;;10,2;1;199;;HU25464285;
INTRA-EX;202506;513881387;AC-G8X-DPHS;87089997;HU;PT;10;EXW;11;3;;6,2;1;355;;HU25464285;
INTRA-EX;202506;513881387;AC-S55-DP;87089235;HU;PT;10;EXW;11;3;;5,2;1;219;;HU25464285;
INTRA-EX;202506;513881387;CI100042;84213100;PL;PT;10;EXW;11;3;;4,8;1;1079;;PL6972395288;
INTRA-EX;202506;513881387;S-BM/T/2H;87089235;PL;PT;10;EXW;11;3;;27,8;1;5438;;PL6972395288;
INTRA-EX;202506;513881387;TP-CT/47/RS;87089235;PL;PT;10;EXW;11;3;;3;1;1252;;PL6972395288;
INTRA-EX;202506;513881387;L-AU/SS/8/1;87089235;PL;PT;10;EXW;11;3;;13,9;1;1252;;PL6972395288;
INTRA-EX;202506;513881387;S-AU/T/1H;87089235;PL;PT;10;EXW;11;3;;25;1;6432;;PL6972395288;
INTRA-EX;202506;513881387;EVE-N55-PF;84212300;PL;PT;10;EXW;11;3;;0,9;1;60;;PL8141683531;
INTRA-EX;202506;513881387;EVE-X56M-CF-INT;84213100;PL;PT;10;EXW;11;3;;7;1;1856;;PL8141683531;
INTRA-EX;202506;513881387;EVE-F9XM5M8-CF-INT;84213100;PL;PT;10;EXW;11;3;;5,3;1;1571;;PL8141683531;
INTRA-EX;202506;513881387;D660-0092;84213100;GR;PT;10;EXW;11;3;;20,7;1;915;;GREL115989483;
INTRA-EX;202506;513881387;EVE-X56M-CF-INT;84213100;GR;PT;10;EXW;11;3;;7;1;1856;;GREL115989483;
INTRA-EX;202506;513881387;SA000439;87089235;GR;PT;10;EXW;11;3;;0,1;2;49;;GREL156587530;
INTRA-EX;202506;513881387;AC-200-VRA;87089997;GR;PT;10;EXW;11;3;;0,2;1;19;;GREL137646504;
INTRA-EX;202506;513881387;AC-MK7-FPT;84133080;GR;PT;10;EXW;11;3;;0,1;1;6;;GREL137646504;
INTRA-EX;202506;513881387;10.127.203K;84132000;GR;PT;10;EXW;11;3;;0,3;1;227;;GREL137646504;
INTRA-EX;202506;513881387;9-654-1025;84133080;GR;PT;10;EXW;11;3;;0,8;1;129;;GREL137646504;
INTRA-EX;202506;513881387;9-354-1025;84133080;GR;PT;10;EXW;11;3;;0,8;1;161;;GREL137646504;
INTRA-EX;202506;513881387;9-655-1025;84133080;GR;PT;10;EXW;11;3;;0,8;1;129;;GREL137646504;
INTRA-EX;202506;513881387;CG85-02-0023;84213100;BE;PT;10;EXW;11;3;;4;1;228;;BE0740963105;
INTRA-EX;202506;513881387;SSU8003-4P-BK;87083091;IT;PT;10;EXW;11;3;;0,5;1;63;;IT02710790060;
INTRA-EX;202506;513881387;SMNC011;87089235;IT;PT;10;EXW;11;3;;3;1;137;;IT02710790060;
INTRA-EX;202506;513881387;10.127.113T;87089997;IT;PT;10;EXW;11;3;;0,2;1;21;;IT03656931205;
INTRA-EX;202506;513881387;10.127.113K;84133080;IT;PT;10;EXW;11;3;;0,3;2;507;;IT03656931205;
INTRA-EX;202506;513881387;VWR31G8GT;87089997;IT;PT;10;EXW;11;3;;8,5;1;161;;IT03656931205;
INTRA-EX;202506;513881387;AC-MK7-HPFP;87089997;IT;PT;10;EXW;11;3;;1,6;1;335;;IT10491230966;
INTRA-EX;202506;513881387;R7437-9;85111000;IT;PT;10;EXW;11;3;;0,1;8;282;;IT08839490011;
INTRA-EX;202506;513881387;EVE-ST38Y-CF-INT;84213100;IT;PT;10;EXW;11;3;;7;1;1285;;IT08839490011;
INTRA-EX;202506;513881387;ATINTVAG45;87089135;IT;PT;10;EXW;11;3;;18,5;1;574;;IT10491230966;
INTRA-EX;202506;513881387;CTS-IT-300R;84213100;IT;PT;10;EXW;11;3;;4,1;1;247;;IT03656931205;
INTRA-EX;202506;513881387;EVE-RSQ3-CF-INT;84213100;IT;PT;10;EXW;11;3;;6,1;1;1285;;IT12072620011;
INTRA-EX;202506;513881387;SKTN0-S1B00;73209090;IT;PT;10;EXW;11;3;;9,5;1;153;;IT02710790060;
INTRA-EX;202506;513881387;SME0455-4P-BK;87083091;IT;PT;10;EXW;11;3;;0,5;2;102;;IT12072620011;
INTRA-EX;202506;513881387;CI100039;40091100;IT;PT;10;EXW;11;3;;2;1;200;;IT03656931205;
INTRA-EX;202506;513881387;VWR1210R601EM;84213100;NL;PT;10;EXW;11;3;;5,2;1;505;;NL866996473B01;
INTRA-EX;202506;513881387;VWR810000;87089997;NL;PT;10;EXW;11;3;;0,2;2;34;;NL866996473B01;
INTRA-EX;202506;513881387;VWR17G7R600;40091100;NL;PT;10;EXW;11;3;;0,2;2;76;;NL866996473B01;
INTRA-EX;202506;513881387;KLC110;87088055;IT;PT;10;EXW;11;3;;1;1;85;;IT12072620011;
INTRA-EX;202506;513881387;SILZKGR8B8S;85111000;NL;PT;10;EXW;11;3;;0,1;10;84;;NL866996473B01;
INTRA-EX;202506;513881387;SILZKGR8C8S;85111000;NL;PT;10;EXW;11;3;;0,1;8;120;;NL866996473B01;
INTRA-EX;202506;513881387;VWR1210R600EG;84213100;NL;PT;10;EXW;11;3;;5,2;1;458;;NL866996473B01;
INTRA-EX;202506;513881387;R7437-8;85111000;NL;PT;10;EXW;11;3;;0,1;4;136;;NL866996473B01;
INTRA-EX;202506;513881387;BKR7EIX;85111000;NL;PT;10;EXW;11;3;;0,1;4;34;;NL866996473B01;
INTRA-EX;202506;513881387;SHYC105;87089235;IT;PT;10;EXW;11;3;;2,5;1;157;;IT02710790060;
INTRA-EX;202506;513881387;UR-FD3-947;87088055;NL;PT;10;EXW;11;3;;3;1;115;;NL857445832B01;
INTRA-EX;202506;513881387;UR-TW2-898;84099100;NL;PT;10;EXW;11;3;;1,6;1;83;;NL857445832B01;
INTRA-EX;202506;513881387;MMHOSE-HON-K20BK;40091100;NL;PT;10;EXW;11;3;;1,5;1;59;;NL857445832B01;
INTRA-EX;202506;513881387;MMRAD-CIV-92X;87089135;NL;PT;10;EXW;11;3;;4,2;1;208;;NL857445832B01;
INTRA-EX;202506;513881387;30-4110;87089997;NL;PT;10;EXW;11;3;;0,7;1;159;;NL857445832B01;
INTRA-EX;202506;513881387;UR-RE2-066;87088055;NL;PT;10;EXW;11;3;;2,1;1;74;;NL857445832B01;
INTRA-EX;202506;513881387;EVE-FLC;87084099;IT;PT;10;EXW;11;3;;0,6;1;21;;IT04146110160;
INTRA-EX;202506;513881387;U5014;84099100;NL;PT;10;EXW;11;3;;0,3;4;85;;NL866860666B01;
INTRA-EX;202506;513881387;BKR8EIX;85111000;NL;PT;10;EXW;11;3;;0,1;4;35;;NL866860666B01;
INTRA-EX;202506;513881387;EVE-GR4-CFM-INT;84213100;IT;PT;10;EXW;11;3;;5;1;975;;IT02710790060;
INTRA-EX;202506;513881387;06K103484F;87089997;NL;PT;10;EXW;11;3;;0,1;1;4;;NL866860666B01;
INTRA-EX;202506;513881387;AC-211-IT;84198998;IT;PT;10;EXW;11;3;;5,5;1;125;;IT12072620011;
INTRA-EX;202506;513881387;MMFS-E46-01;84149000;NL;PT;10;EXW;11;3;;4,9;1;204;;NL866860666B01;
INTRA-EX;202506;513881387;EVE-N55V2-CF-INT;84213100;IT;PT;10;EXW;11;3;;5,1;1;985;;IT08839490011;
INTRA-EX;202506;513881387;PFR7S8EG;85111000;IT;PT;10;EXW;11;3;;0,2;8;57;;IT08839490011;
INTRA-EX;202506;513881387;SILFER8C7ES;85111000;IT;PT;10;EXW;11;3;;0,1;4;38;;IT08839490011;
INTRA-EX;202506;513881387;AC-W204-DP;87089997;NL;PT;10;EXW;11;3;;15;1;293;;NL866860666B01;
INTRA-EX;202506;513881387;CI100039-B;40091100;IT;PT;10;EXW;11;3;;1,7;1;132;;IT03656931205;
INTRA-EX;202506;513881387;MMEXH-MUS8-15ASBK;87089235;NL;PT;10;EXW;11;3;;14,6;1;559;;NL866860666B01;
INTRA-EX;202506;513881387;STY0014-4P-BK;87083091;IT;PT;10;EXW;11;3;;0,5;1;63;;IT12072620011;
INTRA-EX;202506;513881387;MMRAD-MK5-08;87089235;NL;PT;10;EXW;11;3;;11,2;1;196;;NL866860666B01;
INTRA-EX;202506;513881387;SFDC091;87089235;NL;PT;10;EXW;11;3;;7;1;240;;NL866860666B01;
INTRA-EX;202506;513881387;R7437-8;85111000;NL;PT;10;EXW;11;3;;0,1;4;136;;NL866860666B01;
INTRA-EX;202506;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4;119;;NL866860666B01;
INTRA-EX;202506;513881387;CTS-IGN-008;84099100;NL;PT;10;EXW;11;3;;0,3;1;29;;NL866860666B01;
INTRA-EX;202506;513881387;SILZKGR8C8S;85111000;NL;PT;10;EXW;11;3;;0,1;6;90;;NL866860666B01;
INTRA-EX;202506;513881387;SFDX073;87089235;NL;PT;10;EXW;11;3;;4,8;1;385;;NL866860666B01;
