FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202612;513881387;VWR12G7R600FO;84213100;HU;PT;10;EXW;11;3;;0,5;1;87;;QV999999999999;
INTRA-EX;202612;513881387;PP1895;84213100;ES;PT;10;EXW;11;3;;0,5;1;33;;ESB76323815;
INTRA-EX;202612;513881387;613182.654150;87089997;ES;PT;10;EXW;11;3;;0,5;2;125;;ESB76323815;
INTRA-EX;202612;513881387;MMTS-GLF-15;90321020;ES;PT;10;EXW;11;3;;0,2;1;47;;ESB76323815;
INTRA-EX;202612;513881387;ATIKVAG19-BL;84213100;ES;PT;10;EXW;11;3;;4,9;1;197;;ES44739907P;
INTRA-EX;202612;513881387;VWR810000;87089997;ES;PT;10;EXW;11;3;;0,2;1;24;;ES44739907P;
INTRA-EX;202612;513881387;VWR180002;87089997;ES;PT;10;EXW;11;3;;0,1;1;25;;ES44739907P;
INTRA-EX;202612;513881387;420103485B;70102000;ES;PT;10;EXW;11;3;;0,1;1;23;;ES44739907P;
INTRA-EX;202612;513881387;BKR8EIX-4;85111000;ES;PT;10;EXW;11;3;;0,3;1;43;;ES44739907P;
INTRA-EX;202612;513881387;CTS-HW-0242;70102000;ES;PT;10;EXW;11;3;;0,5;1;62;;ES44739907P;
INTRA-EX;202612;513881387;AC-200-PP;84198998;ES;PT;10;EXW;11;3;;0,5;1;82;;ES44739907P;
INTRA-EX;202612;513881387;MS100210-4;84099100;ES;PT;10;EXW;11;3;;1,7;1;127;;ES44739907P;
INTRA-EX;202612;513881387;SAU0432-4P-EB;87083091;ES;PT;10;EXW;11;3;;0,5;1;77;;ES44739907P;
INTRA-EX;202612;513881387;CTS-IT-500;40091100;ES;PT;10;EXW;11;3;;1,6;1;149;;ES44739907P;
INTRA-EX;202612;513881387;30-3300;87089997;ES;PT;10;EXW;11;3;;4,9;1;481;;ES44739907P;
INTRA-EX;202612;513881387;PP2045;84213100;ES;PT;10;EXW;11;3;;0,5;1;33;;QV999999999999;
INTRA-EX;202612;513881387;SMNX014;84099100;ES;PT;10;EXW;11;3;;8,7;2;1078;;ESF21716261;
INTRA-EX;202612;513881387;SMNC011;87089235;ES;PT;10;EXW;11;3;;3;2;275;;ESF21716261;
INTRA-EX;202612;513881387;SMNC014;87089997;ES;PT;10;EXW;11;3;;8,2;1;368;;ESF21716261;
INTRA-EX;202612;513881387;UR-RL8-3013;87088055;FR;PT;10;EXW;11;3;;6,5;1;163;;QV999999999999;
INTRA-EX;202612;513881387;UR-LA6-3012;87088055;FR;PT;10;EXW;11;3;;6,8;1;161;;QV999999999999;
INTRA-EX;202612;513881387;UR-RL2-3014;87088055;FR;PT;10;EXW;11;3;;1,5;1;66;;QV999999999999;
INTRA-EX;202612;513881387;10.127.203T;87089997;FR;PT;10;EXW;11;3;;0,1;1;14;;QV999999999999;
INTRA-EX;202612;513881387;FMEDV103R;84814090;FR;PT;10;EXW;11;3;;0,5;1;200;;QV999999999999;
INTRA-EX;202612;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,4;1;68;;QV999999999999;
INTRA-EX;202612;513881387;PF04;85444290;DK;PT;10;EXW;11;3;;0,2;1;156;;DK44139332;
INTRA-EX;202612;513881387;EVE-G63AMG-CF-INT;84099100;BG;PT;10;EXW;11;3;;8,8;1;2392;;BG204171399;
INTRA-EX;202612;513881387;FMDV008-BLA;84814090;CY;PT;10;EXW;11;3;;0,5;1;107;;CY00781748Y;
INTRA-EX;202612;513881387;216BFWABOSM;90262020;CY;PT;10;EXW;11;3;;0,3;2;44;;CY00781748Y;
INTRA-EX;202612;513881387;9-201-1000;84133080;CY;PT;10;EXW;11;3;;0,5;2;141;;CY00781748Y;
INTRA-EX;202612;513881387;MB674-6CDC;87089235;RO;PT;10;EXW;11;3;;7,8;1;1206;;RO44155538;
INTRA-EX;202612;513881387;EVE-C8HTC-CF-INT;10;SI;PT;10;EXW;11;3;;9,6;1;1710;;SI84452412;
INTRA-EX;202612;513881387;SBW0270-4P-BK;87083091;SI;PT;10;EXW;11;3;;0,5;2;151;;SI84452412;
INTRA-EX;202612;513881387;SP-124;32081090;SI;PT;10;EXW;11;3;;0,5;1;13;;SI84452412;
INTRA-EX;202612;513881387;SP-128;32081090;SI;PT;10;EXW;11;3;;0,5;1;13;;SI84452412;
INTRA-EX;202612;513881387;SP-670;32081090;SI;PT;10;EXW;11;3;;0,8;1;12;;SI84452412;
INTRA-EX;202612;513881387;SP-102;32081090;SI;PT;10;EXW;11;3;;0,5;1;15;;SI84452412;
INTRA-EX;202612;513881387;SP-671;32081090;SI;PT;10;EXW;11;3;;0,8;1;12;;SI84452412;
INTRA-EX;202612;513881387;SP-824;32081090;SI;PT;10;EXW;11;3;;0,5;1;14;;SI84452412;
INTRA-EX;202612;513881387;SP-999;32081090;SI;PT;10;EXW;11;3;;0,5;1;20;;SI84452412;
INTRA-EX;202612;513881387;SP-204;32081090;SI;PT;10;EXW;11;3;;0,5;1;16;;SI84452412;
INTRA-EX;202612;513881387;SP-201;32081090;SI;PT;10;EXW;11;3;;0,5;1;16;;SI84452412;
INTRA-EX;202612;513881387;VWR120000;84213100;SI;PT;10;EXW;11;3;;1;3;92;;SI84452412;
INTRA-EX;202612;513881387;CTS-IT-341;40091100;HR;PT;10;EXW;11;3;;1,4;1;164;;HR09842419742;
INTRA-EX;202612;513881387;AC-B58.2-DP;87089235;SK;PT;10;EXW;11;3;;4,4;1;131;;SK2120270581;
INTRA-EX;202612;513881387;KTA216A;87088035;DE;PT;10;EXW;11;3;;4,3;1;240;;DE359821210;
INTRA-EX;202612;513881387;MMFS-BRZ-13P;84149000;DE;PT;10;EXW;11;3;;5,4;1;209;;DE359821210;
INTRA-EX;202612;513881387;MMRAD-BRZ-13;87089135;DE;PT;10;EXW;11;3;;6,4;1;241;;DE359821210;
INTRA-EX;202612;513881387;VSTD8-C1SA4;87089997;DE;PT;10;EXW;11;3;;26,5;2;1568;;DE359821210;
INTRA-EX;202612;513881387;L3P3SFRX;87089997;DE;PT;10;EXW;11;3;;0,6;1;264;;DE359821210;
INTRA-EX;202612;513881387;KDT925;87089997;DE;PT;10;EXW;11;3;;0,5;1;41;;DE359821210;
INTRA-EX;202612;513881387;SRNPC027;87089235;PL;PT;10;EXW;11;3;;8;1;275;;PL8141683531;
INTRA-EX;202612;513881387;CTS-IT-256;40091100;PL;PT;10;EXW;11;3;;2,3;2;299;;PL8141683531;
INTRA-EX;202612;513881387;VWR900003;85111000;PL;PT;10;EXW;11;3;;0,3;4;122;;PL8141683531;
INTRA-EX;202612;513881387;CTS-HW-380;40091100;PL;PT;10;EXW;11;3;;0,6;1;74;;PL8141683531;
INTRA-EX;202612;513881387;9-354-1025;84133080;GR;PT;10;EXW;11;3;;0,8;1;161;;GREL802913609;
INTRA-EX;202612;513881387;9-307-1060;84133080;GR;PT;10;EXW;11;3;;0,6;1;122;;GREL802913609;
INTRA-EX;202612;513881387;03K906051;90269000;GR;PT;10;EXW;11;3;;0,1;1;13;;GREL802913609;
INTRA-EX;202612;513881387;9-654-1025;84133080;GR;PT;10;EXW;11;3;;0,8;1;129;;GREL802913609;
INTRA-EX;202612;513881387;9-355-1025;84133080;GR;PT;10;EXW;11;3;;0,8;1;161;;GREL802913609;
INTRA-EX;202612;513881387;AC-200-PCVD;87089997;GR;PT;10;EXW;11;3;;0,5;3;98;;GREL802913609;
INTRA-EX;202612;513881387;mmai-cla45-14bk;84213100;GR;PT;10;EXW;11;3;;4,1;2;626;;GREL115989483;
INTRA-EX;202612;513881387;RF100018;84099100;GR;PT;10;EXW;11;3;;1;1;123;;GREL802913609;
INTRA-EX;202612;513881387;MMIG-FOST-1204;85111000;GR;PT;10;EXW;11;3;;2;1;132;;GREL802913609;
INTRA-EX;202612;513881387;MMRAD-RX8-04;87089135;GR;PT;10;EXW;11;3;;7;1;209;;GREL108534505;
INTRA-EX;202612;513881387;D650-0010;84099100;GR;PT;10;EXW;11;3;;0,3;6;151;;GREL802913609;
INTRA-EX;202612;513881387;MMSD-G80-21WBK;87089135;BE;PT;10;EXW;11;3;;4,8;1;291;;BE0897648094;
INTRA-EX;202612;513881387;06F103483E;87089235;NL;PT;10;EXW;11;3;;0,1;3;12;;NL866996473B01;
INTRA-EX;202612;513881387;AC-211-CFA;87089997;NL;PT;10;EXW;11;3;;0,1;2;33;;NL866996473B01;
INTRA-EX;202612;513881387;VWR160001;87089997;NL;PT;10;EXW;11;3;;0,4;2;171;;NL866996473B01;
INTRA-EX;202612;513881387;VWR1210R600EG;84213100;NL;PT;10;EXW;11;3;;5,2;1;458;;NL866996473B01;
INTRA-EX;202612;513881387;VWR12UPGTCOMP;84213100;NL;PT;10;EXW;11;3;;2,4;1;352;;NL866996473B01;
INTRA-EX;202612;513881387;VWR640012;87089997;NL;PT;10;EXW;11;3;;2,2;1;62;;NL866996473B01;
INTRA-EX;202612;513881387;VWR12G7R600ITBLA;84213100;NL;PT;10;EXW;11;3;;0,8;2;152;;NL866996473B01;
INTRA-EX;202612;513881387;VWR180004;87089997;NL;PT;10;EXW;11;3;;0,1;1;26;;NL866996473B01;
INTRA-EX;202612;513881387;BKR8EIX;85111000;NL;PT;10;EXW;11;3;;0,1;32;291;;NL866996473B01;
INTRA-EX;202612;513881387;ILZTR6A8G;85111000;NL;PT;10;EXW;11;3;;0,1;8;56;;NL866996473B01;
INTRA-EX;202612;513881387;BKR7EIX;85111000;NL;PT;10;EXW;11;3;;0,1;4;34;;NL866996473B01;
INTRA-EX;202612;513881387;VWR12G7R600ITRED;84213100;NL;PT;10;EXW;11;3;;0,8;1;76;;NL866996473B01;
INTRA-EX;202612;513881387;CTS-HW-031;87089235;NL;PT;10;EXW;11;3;;0,1;1;82;;NL866996473B01;
INTRA-EX;202612;513881387;SILZKGR8C8S;85111000;NL;PT;10;EXW;11;3;;0,1;6;93;;NL866860666B01;
INTRA-EX;202612;513881387;EM100050;84213100;NL;PT;10;EXW;11;3;;0,4;1;226;;NL866860666B01;
INTRA-EX;202612;513881387;CI100056D;84213100;NL;PT;10;EXW;11;3;;5,5;1;821;;NL866860666B01;
INTRA-EX;202612;513881387;CTS-TR-1070;87089997;NL;PT;10;EXW;11;3;;12,3;1;1124;;NL866860666B01;
INTRA-EX;202612;513881387;EVE-S1-CF-INT;84213100;IT;PT;10;EXW;11;3;;3;1;456;;IT08839490011;
INTRA-EX;202612;513881387;EVE-2TFSI-CF-INT;84213100;IT;PT;10;EXW;11;3;;3,1;1;663;;IT08839490011;
INTRA-EX;202612;513881387;EVE-EA8884-R-INT;84213100;IT;PT;10;EXW;11;3;;5;1;999;;IT08839490011;
INTRA-EX;202612;513881387;MMHOSE-BRZ-13BL;40091100;IT;PT;10;EXW;11;3;;1,5;1;89;;IT08839490011;
INTRA-EX;202612;513881387;SVWX060;87089235;IT;PT;10;EXW;11;3;;10,8;1;498;;IT02710790060;
INTRA-EX;202612;513881387;KLC179;87089235;IT;PT;10;EXW;11;3;;1,2;1;103;;IT03656931205;
INTRA-EX;202612;513881387;KLC182;87088055;IT;PT;10;EXW;11;3;;1;1;100;;IT03656931205;
INTRA-EX;202612;513881387;10.127.100K;84132000;ES;PT;10;EXW;11;3;;0,3;1;314;;ES45733962a;
INTRA-EX;202612;513881387;AC-Z33-DP;87089235;ES;PT;10;EXW;11;3;;4,5;1;75;;ESB04855516;
INTRA-EX;202612;513881387;MS100204;85111000;ES;PT;10;EXW;11;3;;0,3;2;82;;ESB04855516;
INTRA-EX;202612;513881387;CTS-IT-275;87089235;ES;PT;10;EXW;11;3;;1,9;1;149;;ESB04855516;
INTRA-EX;202612;513881387;VWR1200R601E;84213100;ES;PT;10;EXW;11;3;;4,9;1;338;;ES33558767L;
INTRA-EX;202612;513881387;VWR12G7R600ITBLA;84213100;ES;PT;10;EXW;11;3;;0,8;1;76;;ES33558767L;
INTRA-EX;202612;513881387;VWR17G7R600;40091100;ES;PT;10;EXW;11;3;;0,2;1;38;;ES33558767L;
INTRA-EX;202612;513881387;VWR800001;58109210;ES;PT;10;EXW;11;3;;0,1;1;7;;ES33558767L;
INTRA-EX;202612;513881387;ATINTVAG15;87089135;ES;PT;10;EXW;11;3;;10,2;1;473;;ES33558767L;
INTRA-EX;202612;513881387;FMINLS1-BLA;40091100;ES;PT;10;EXW;11;3;;0,8;1;56;;ES33558767L;
INTRA-EX;202612;513881387;FMEDV103A;84818040;ES;PT;10;EXW;11;3;;0,5;1;149;;ESB36049757;
INTRA-EX;202612;513881387;EVE-A35-CF-INT;84213100;ES;PT;10;EXW;11;3;;4,2;1;928;;ESB04855516;
INTRA-EX;202612;513881387;FMINDDS3-RED;84213100;ES;PT;10;EXW;11;3;;1,2;1;93;;ESB36049757;
INTRA-EX;202612;513881387;4B5562H-STD;40091100;ES;PT;10;EXW;11;3;;0,2;1;51;;ES44719365M;
INTRA-EX;202612;513881387;353840;87082910;ES;PT;10;EXW;11;3;;2,2;1;554;;ES44719365M;
INTRA-EX;202612;513881387;SBMP086;87089235;ES;PT;10;EXW;11;3;;11,8;1;275;;ES38873546G;
INTRA-EX;202612;513881387;EVE-F56-CF-INT;84213100;ES;PT;10;EXW;11;3;;4,9;1;1156;;ESB19296938;
INTRA-EX;202612;513881387;MMOC-F;87089997;ES;PT;10;EXW;11;3;;2,1;1;109;;ES38873546G;
INTRA-EX;202612;513881387;SVW0630-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1;75;;ESB04886776;
INTRA-EX;202612;513881387;DILKAR8A8;85111000;ES;PT;10;EXW;11;3;;0,1;6;128;;ES72815006L;
INTRA-EX;202612;513881387;SAUC074;87089235;ES;PT;10;EXW;11;3;;12;1;277;;ESB19296938;
INTRA-EX;202612;513881387;SAUS074;87089235;ES;PT;10;EXW;11;3;;19,6;1;486;;ESB19296938;
INTRA-EX;202612;513881387;FMDV33A-BLA;87089997;ES;PT;10;EXW;11;3;;0,7;1;158;;ESB42954230;
INTRA-EX;202612;513881387;10.127.203K;84132000;ES;PT;10;EXW;11;3;;0,3;2;454;;ESB42954230;
INTRA-EX;202612;513881387;10.127.203T;87089997;ES;PT;10;EXW;11;3;;0,1;2;21;;ESB42954230;
INTRA-EX;202612;513881387;AC-MK7-MD;87089997;ES;PT;10;EXW;11;3;;0,4;1;43;;ESB42954230;
INTRA-EX;202612;513881387;VWR12P2GTG;84213100;ES;PT;10;EXW;11;3;;2,1;1;444;;ESB42954230;
INTRA-EX;202612;513881387;VWR180002;87089997;ES;PT;10;EXW;11;3;;0,1;1;21;;ESB42954230;
INTRA-EX;202612;513881387;VWR180003;87089997;ES;PT;10;EXW;11;3;;0,1;1;21;;ESB42954230;
INTRA-EX;202612;513881387;VWR810006;87089997;ES;PT;10;EXW;11;3;;1,5;1;200;;ESB42954230;
INTRA-EX;202612;513881387;VWR630000;87141030;ES;PT;10;EXW;11;3;;1,9;1;114;;ESB42954230;
INTRA-EX;202612;513881387;VWR12G7R600ITRED;84213100;ES;PT;10;EXW;11;3;;0,8;1;76;;ESB42954230;
INTRA-EX;202612;513881387;CTS-CC-MK5FSI;84099100;ES;PT;10;EXW;11;3;;1,9;1;262;;ESB42954230;
INTRA-EX;202612;513881387;EVE-A45S-CF-INT;84213100;ES;PT;10;EXW;11;3;;3,9;1;999;;ESB42954230;
INTRA-EX;202612;513881387;MMRAD-MAC-06;87089135;ES;PT;10;EXW;11;3;;9,1;1;196;;ESB42954230;
INTRA-EX;202612;513881387;VWR12G7R600ITBLA;84213100;ES;PT;10;EXW;11;3;;0,8;3;229;;ESB42954230;
INTRA-EX;202612;513881387;VWR12G7R600ITINLET;87089997;ES;PT;10;EXW;11;3;;0,4;3;300;;ESB42954230;
INTRA-EX;202612;513881387;VWR13G700;84099100;ES;PT;10;EXW;11;3;;3;1;468;;ESB42954230;
INTRA-EX;202612;513881387;VWR13G700RFK;87089997;ES;PT;10;EXW;11;3;;0,5;1;46;;ESB42954230;
INTRA-EX;202612;513881387;VWR160001;87089997;ES;PT;10;EXW;11;3;;0,4;4;343;;ESB42954230;
INTRA-EX;202612;513881387;VWR1130RS;84213100;ES;PT;10;EXW;11;3;;0,4;2;105;;ESB42954230;
INTRA-EX;202612;513881387;VWR1200R601E;84213100;ES;PT;10;EXW;11;3;;4,9;2;676;;ESB42954230;
INTRA-EX;202612;513881387;AC-MK8-DP;87089235;ES;PT;10;EXW;11;3;;8,3;1;155;;ESB94171030;
INTRA-EX;202612;513881387;AC-MQB-IC;84198998;ES;PT;10;EXW;11;3;;16,3;1;281;;ESB94171030;
INTRA-EX;202612;513881387;VWR900001;85111000;ES;PT;10;EXW;11;3;;0,3;4;122;;ESB94171030;
INTRA-EX;202612;513881387;AC-MK7-DP;87089235;ES;PT;10;EXW;11;3;;9,2;1;155;;ESB94171030;
INTRA-EX;202612;513881387;R7437-9;85111000;ES;PT;10;EXW;11;3;;0,1;4;145;;ES33551947F;
