FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202509;513881387;AC-300-CP-4;84099100;MT;PT;10;EXW;11;3;;1;1;72;;QV999999999999;
INTRA-EX;202509;513881387;10.127.203K;84132000;DK;PT;10;EXW;11;3;;0,3;1;227;;DK44139332;
INTRA-EX;202509;513881387;034-1ZZ-0001;87089997;CZ;PT;10;EXW;11;3;;0,8;3;489;;CZ05205093;
INTRA-EX;202509;513881387;CI100039-B;40091100;CZ;PT;10;EXW;11;3;;1,7;1;149;;CZ05205093;
INTRA-EX;202509;513881387;CI100039;40091100;CZ;PT;10;EXW;11;3;;2;1;241;;CZ05205093;
INTRA-EX;202509;513881387;WB-232;84213100;CY;PT;10;EXW;11;3;;0,2;1;39;;QV999999999999;
INTRA-EX;202509;513881387;3798904435SP;87087000;LT;PT;10;EXW;11;3;;10,5;1;350;;QV999999999999;
INTRA-EX;202509;513881387;MMOC-F10-12SL;87089997;BG;PT;10;EXW;11;3;;5,5;1;661;;BG121157881;
INTRA-EX;202509;513881387;BMR96Z;87088055;RO;PT;10;EXW;11;3;;5,2;1;219;;QV999999999999;
INTRA-EX;202509;513881387;BMF67Z;87088055;RO;PT;10;EXW;11;3;;6,5;1;241;;QV999999999999;
INTRA-EX;202509;513881387;034-301-2009;87083099;RO;PT;10;EXW;11;3;;15;1;898;;RO6336590;
INTRA-EX;202509;513881387;AC-MK7-DPHS;87089235;SK;PT;10;EXW;11;3;;9,2;1;299;;SK2121638398;
INTRA-EX;202509;513881387;AC-IS-TB;87089997;SK;PT;10;EXW;11;3;;0,3;1;44;;SK2121638398;
INTRA-EX;202509;513881387;JSK-115-TWIST;84213100;SI;PT;10;EXW;11;3;;3,6;1;263;;QV999999999999;
INTRA-EX;202509;513881387;EM100050;84213100;SI;PT;10;EXW;11;3;;0,4;1;245;;QV999999999999;
