FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202510;513881387;VWR1200R600E;84213100;SK;PT;10;EXW;11;3;;4,9;1;309;;SK2120270581;
INTRA-EX;202510;513881387;SFDC082;87089235;PL;PT;10;EXW;11;3;;5,6;1;161;;PL8141683531;
INTRA-EX;202510;513881387;MMOCC-LAWBK;87089997;GR;PT;10;EXW;11;3;;1;3;210;;GREL108534505;
INTRA-EX;202510;513881387;AC-45S-DPHS;87089235;GR;PT;10;EXW;11;3;;4,7;1;227;;GREL802913609;
INTRA-EX;202510;513881387;IFR7G-11KS;85111000;GR;PT;10;EXW;11;3;;0,1;4;53;;GREL802913609;
INTRA-EX;202510;513881387;SAUS079CF;87089235;BE;PT;10;EXW;11;3;;27,9;1;1295;;BE0667689206;
INTRA-EX;202510;513881387;PM100332;87089997;NL;PT;10;EXW;11;3;;0,2;1;22;;NL866860666B01;
INTRA-EX;202510;513881387;MS100097;84213100;NL;PT;10;EXW;11;3;;0,3;1;88;;NL866860666B01;
INTRA-EX;202510;513881387;CI100053;84213100;NL;PT;10;EXW;11;3;;4,2;1;250;;NL866860666B01;
INTRA-EX;202510;513881387;CI100053;84213100;NL;PT;10;EXW;11;3;;4,2;1;250;;NL866860666B01;
INTRA-EX;202510;513881387;CI100053;84213100;NL;PT;10;EXW;11;3;;4,2;1;250;;NL866860666B01;
INTRA-EX;202510;513881387;Z1003101;85111000;NL;PT;10;EXW;11;3;;0,1;6;99;;NL866860666B01;
INTRA-EX;202510;513881387;PX2011;84213100;NL;PT;10;EXW;11;3;;0,8;1;44;;NL866860666B01;
INTRA-EX;202510;513881387;MS100192;85111000;NL;PT;10;EXW;11;3;;0,3;8;298;;NL866996473B01;
INTRA-EX;202510;513881387;MS100210;85111000;NL;PT;10;EXW;11;3;;0,3;4;99;;NL866996473B01;
INTRA-EX;202510;513881387;CI100053;84213100;NL;PT;10;EXW;11;3;;4,2;2;500;;NL866996473B01;
INTRA-EX;202510;513881387;CI100054;40091100;NL;PT;10;EXW;11;3;;4,3;3;562;;NL866996473B01;
INTRA-EX;202510;513881387;R7437-9;85111000;NL;PT;10;EXW;11;3;;0,1;4;145;;NL866860666B01;
INTRA-EX;202510;513881387;CTS-IGN-007;84099100;NL;PT;10;EXW;11;3;;0,3;4;119;;NL866860666B01;
INTRA-EX;202510;513881387;UR-RT2-3216;87088055;IT;PT;10;EXW;11;3;;3,4;1;73;;IT12072620011;
INTRA-EX;202510;513881387;SRN0481-4C-BK;87083091;IT;PT;10;EXW;11;3;;0,5;1;67;;IT12072620011;
