FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202408;513881387;005EA14139;84099100;SE;PT;10;EXW;11;3;;2,4;1;408;;SE559091346201;
INTRA-EX;202408;513881387;SP9002P;84213100;FI;PT;10;EXW;11;3;;4,7;1;237;;QV999999999999;
INTRA-EX;202408;513881387;VWR420001;87089997;LU;PT;10;EXW;11;3;;2;1;233;;QV999999999999;
INTRA-EX;202408;513881387;SAU0630-4P-BK;87083091;GR;PT;10;EXW;11;3;;0,5;1;81;;QV999999999999;
INTRA-EX;202408;513881387;AC-27-DEL;87089997;DE;PT;10;EXW;11;3;;0,1;1;20;;QV999999999999;
INTRA-EX;202408;513881387;VWR120010;40091100;PL;PT;10;EXW;11;3;;1,4;3;536;;PL8141683531;
INTRA-EX;202408;513881387;10.127.113K;84133080;PL;PT;10;EXW;11;3;;0,3;1;253;;PL8141683531;
INTRA-EX;202408;513881387;10.127.113K;84133080;PL;PT;10;EXW;11;3;;0,3;2;507;;PL8141683531;
INTRA-EX;202408;513881387;BKR7EIX-4;84099100;BE;PT;10;EXW;11;3;;0,5;1;40;;QV999999999999;
INTRA-EX;202408;513881387;SVW0630-4P-BK;87083091;BE;PT;10;EXW;11;3;;0,5;2;157;;BE0740963105;
INTRA-EX;202408;513881387;SBW1171-4P-BK;87083091;BE;PT;10;EXW;11;3;;0,5;1;78;;BE0740963105;
INTRA-EX;202408;513881387;AC-200-CH-BK;40093100;IT;PT;10;EXW;11;3;;1;1;69;;IT03943631204;
INTRA-EX;202408;513881387;AC-200-CH-BL;40093100;IT;PT;10;EXW;11;3;;1;1;69;;IT03943631204;
INTRA-EX;202408;513881387;AC-200-CH-RD;40093100;IT;PT;10;EXW;11;3;;1;2;139;;IT03943631204;
INTRA-EX;202408;513881387;EVE-FK2V3-CF-CHG;40091100;IT;PT;10;EXW;11;3;;2,1;1;498;;IT03943631204;
INTRA-EX;202408;513881387;VWR13G700;84099100;IT;PT;10;EXW;11;3;;2,8;1;468;;IT03943631204;
INTRA-EX;202408;513881387;AC-200-QS;87089997;IT;PT;10;EXW;11;3;;0,4;1;49;;IT03656931205;
INTRA-EX;202408;513881387;R7438-9;84099100;NL;PT;10;EXW;11;3;;0,1;5;166;;NL002254344B79;
INTRA-EX;202408;513881387;VWR120001;87089997;NL;PT;10;EXW;11;3;;0,1;4;19;;NL002254344B79;
INTRA-EX;202408;513881387;03K906051;90269000;NL;PT;10;EXW;11;3;;0,1;2;27;;NL002254344B79;
INTRA-EX;202408;513881387;SILZKGR8B8S;85111000;NL;PT;10;EXW;11;3;;0,1;10;84;;NL002254344B79;
INTRA-EX;202408;513881387;VWR800003;58109210;NL;PT;10;EXW;11;3;;0,1;2;14;;NL002254344B79;
INTRA-EX;202408;513881387;PFR8S8EG;85111000;NL;PT;10;EXW;11;3;;0,2;4;39;;NL002254344B79;
INTRA-EX;202408;513881387;VWR800002;58109210;NL;PT;10;EXW;11;3;;0,1;1;7;;NL002254344B79;
INTRA-EX;202408;513881387;VWR180000;87089997;NL;PT;10;EXW;11;3;;0,1;1;9;;NL002254344B79;
INTRA-EX;202408;513881387;BKR8EIX;85111000;NL;PT;10;EXW;11;3;;0,1;20;177;;NL002254344B79;
INTRA-EX;202408;513881387;VWR1200R600E;84213100;NL;PT;10;EXW;11;3;;5,2;1;309;;NL002241494B08;
INTRA-EX;202408;513881387;MMHOSE-WRX-AM8BK;40093100;NL;PT;10;EXW;11;3;;0,8;1;45;;NL002241494B08;
INTRA-EX;202408;513881387;AC-200-DB;87089997;NL;PT;10;EXW;11;3;;0,6;1;49;;NL002241494B08;
INTRA-EX;202408;513881387;CTS-HX-007;87089135;NL;PT;10;EXW;11;3;;6,5;1;357;;QV999999999999;
INTRA-EX;202408;513881387;SVWCS045;87089235;ES;PT;10;EXW;11;3;;9,2;1;254;;ESB19296938;
INTRA-EX;202408;513881387;EVE-GR4-CF-INT;84213100;ES;PT;10;EXW;11;3;;5,7;1;975;;ESB67084251;
INTRA-EX;202408;513881387;216BFWAWTSM;90262020;ES;PT;10;EXW;11;3;;0,3;4;118;;ESB67084251;
INTRA-EX;202408;513881387;10.127.100K;84132000;ES;PT;10;EXW;11;3;;0,3;1;227;;ESB67084251;
INTRA-EX;202408;513881387;10.127.203K;84132000;ES;PT;10;EXW;11;3;;0,3;1;227;;ESB67084251;
INTRA-EX;202408;513881387;BMF49Z;87088055;ES;PT;10;EXW;11;3;;6,1;1;136;;ES18062887K;
INTRA-EX;202408;513881387;BMR77Z;87088055;ES;PT;10;EXW;11;3;;2,6;1;115;;ES18062887K;
INTRA-EX;202408;513881387;SFD1216-4P-BK;87083091;ES;PT;10;EXW;11;3;;0,5;1;83;;QV999999999999;
INTRA-EX;202408;513881387;AC-200-FD;87089997;ES;PT;10;EXW;11;3;;0,5;1;48;;ES34275397S;
INTRA-EX;202408;513881387;AC-211-CFA;87089997;ES;PT;10;EXW;11;3;;0,1;1;24;;QV999999999999;
INTRA-EX;202408;513881387;UR-TW2-340;87088055;ES;PT;10;EXW;11;3;;2,5;1;103;;QV999999999999;
INTRA-EX;202408;513881387;SAU0601-4P-RD;87083091;ES;PT;10;EXW;11;3;;0,5;1;76;;QV999999999999;
INTRA-EX;202408;513881387;JS-090-BK;84213100;ES;PT;10;EXW;11;3;;0,6;1;64;;QV999999999999;
INTRA-EX;202408;513881387;SILZKBR8D8S-6;84099100;ES;PT;10;EXW;11;3;;0,2;1;65;;QV999999999999;
INTRA-EX;202408;513881387;SCNC014;87089235;ES;PT;10;EXW;11;3;;2,4;1;140;;QV999999999999;
INTRA-EX;202408;513881387;ES-331238;87089997;ES;PT;10;EXW;11;3;;1,6;1;60;;QV999999999999;
INTRA-EX;202408;513881387;VWR900001-4;84099100;ES;PT;10;EXW;11;3;;1,2;1;173;;QV999999999999;
INTRA-EX;202408;513881387;FMDV20-BK;84818040;ES;PT;10;EXW;11;3;;0,6;1;177;;ES47532557K;
INTRA-EX;202408;513881387;10.127.100K;84132000;ES;PT;10;EXW;11;3;;0,3;1;312;;QV999999999999;
INTRA-EX;202408;513881387;SP6080WB;84213100;ES;PT;10;EXW;11;3;;4,8;1;403;;ES15484935R;
INTRA-EX;202408;513881387;ES-315086;87089997;ES;PT;10;EXW;11;3;;1,1;1;53;;QV999999999999;
INTRA-EX;202408;513881387;E40-15-021-04-11;73202081;FR;PT;10;EXW;11;3;;9,4;1;618;;FR90910847292;
INTRA-EX;202408;513881387;U5055-6;84099100;FR;PT;10;EXW;11;3;;1,5;1;132;;QV999999999999;
INTRA-EX;202408;513881387;SILZKBR8D8S-6;84099100;FR;PT;10;EXW;11;3;;0,2;1;66;;QV999999999999;
INTRA-EX;202408;513881387;ILZKBR7B8G-4;87089997;FR;PT;10;EXW;11;3;;0,2;2;74;;QV999999999999;
INTRA-EX;202408;513881387;AC-200-QS;87089997;FR;PT;10;EXW;11;3;;0,4;1;74;;QV999999999999;
INTRA-EX;202408;513881387;TS-0604-1155;87089997;FR;PT;10;EXW;11;3;;0,5;1;175;;QV999999999999;
INTRA-EX;202408;513881387;TS-0629-1072;87089997;FR;PT;10;EXW;11;3;;0,5;1;103;;QV999999999999;
INTRA-EX;202408;513881387;VWR12G7R600FO;84213100;FR;PT;10;EXW;11;3;;0,5;1;102;;QV999999999999;
INTRA-EX;202408;513881387;SVXP062;87089235;FR;PT;10;EXW;11;3;;5,7;1;233;;QV999999999999;
