FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX;202507;513881387;AC-211-HPFP;84132000;LV;PT;10;EXW;11;3;;1,5;1;483;;QV999999999999;
INTRA-EX;202507;513881387;RBF660;27101999;IE;PT;10;EXW;11;3;;0,6;3;35;;QV999999999999;
INTRA-EX;202507;513881387;MMRAD-FOST-13;87089135;LT;PT;10;EXW;11;3;;8,4;1;425;;QV999999999999;
INTRA-EX;202507;513881387;MMRAD-E36-92;87089135;FI;PT;10;EXW;11;3;;6,2;2;400;;FI26073136;
INTRA-EX;202507;513881387;MMHOSE-SUB-IHBK;40093100;FI;PT;10;EXW;11;3;;1,3;1;152;;FI26073136;
INTRA-EX;202507;513881387;VWR180001;84212300;SE;PT;10;EXW;11;3;;0,2;1;52;;QV999999999999;
INTRA-EX;202507;513881387;SAUC030;87089235;SE;PT;10;EXW;11;3;;5,6;1;179;;QV999999999999;
INTRA-EX;202507;513881387;CTS-HW-540;40091100;HR;PT;10;EXW;11;3;;2;1;219;;HR09842419742;
INTRA-EX;202507;513881387;ITGHYUNDAIi20NSH;84213100;SK;PT;10;EXW;11;3;;1,3;1;105;;QV999999999999;
INTRA-EX;202507;513881387;COMBO-NOV-MQB;84213100;HR;PT;10;EXW;11;3;;5,5;1;423;;QV999999999999;
INTRA-EX;202507;513881387;FMCT5-BLA;87089997;SK;PT;10;EXW;11;3;;3,7;1;414;;QV999999999999;
INTRA-EX;202507;513881387;D650-0003-8;84099100;SI;PT;10;EXW;11;3;;3,4;1;223;;QV999999999999;
INTRA-EX;202507;513881387;D650-0002;84099100;HU;PT;10;EXW;11;3;;0,3;8;185;;HU25464285;
INTRA-EX;202507;513881387;VWR120010;40091100;HU;PT;10;EXW;11;3;;1,4;1;178;;HU25464285;
INTRA-EX;202507;513881387;AC-200-IT;84198998;HU;PT;10;EXW;11;3;;5;2;250;;HU25464285;
INTRA-EX;202507;513881387;VWR15G501;84099100;HU;PT;10;EXW;11;3;;2;1;292;;HU11344160;
INTRA-EX;202507;513881387;MS100210-4;84099100;HU;PT;10;EXW;11;3;;1,7;1;113;;QV999999999999;
INTRA-EX;202507;513881387;BKR7EIX-4;84099100;HU;PT;10;EXW;11;3;;0,3;1;38;;QV999999999999;
INTRA-EX;202507;513881387;ATIKVAG19;84213100;HU;PT;10;EXW;11;3;;4,9;1;220;;QV999999999999;
INTRA-EX;202507;513881387;AC-200-HS;87089997;HU;PT;10;EXW;11;3;;0,5;1;21;;QV999999999999;
INTRA-EX;202507;513881387;MMRAD-RX8-04;87089135;DE;PT;10;EXW;11;3;;7;1;209;;DE359821210;
INTRA-EX;202507;513881387;044DW21143;84099100;DE;PT;10;EXW;11;3;;3,6;1;464;;QV999999999999;
INTRA-EX;202507;513881387;FMCT5-BLA;87089997;DE;PT;10;EXW;11;3;;3,7;1;428;;QV999999999999;
INTRA-EX;202507;513881387;CTS-IT-963;84213100;DE;PT;10;EXW;11;3;;7;1;453;;QV999999999999;
INTRA-EX;202507;513881387;D650-0003;84099100;PL;PT;10;EXW;11;3;;0,3;16;371;;PL6972395288;
INTRA-EX;202507;513881387;BHR87Z;87088055;PL;PT;10;EXW;11;3;;7,5;1;197;;PL8141683531;
INTRA-EX;202507;513881387;COMBO-NOV-MQB;84213100;PL;PT;10;EXW;11;3;;5,5;1;430;;QV999999999999;
INTRA-EX;202507;513881387;VWR800001;58109210;PL;PT;10;EXW;11;3;;0,1;1;9;;QV999999999999;
INTRA-EX;202507;513881387;VWR120000;84213100;PL;PT;10;EXW;11;3;;1;1;29;;QV999999999999;
INTRA-EX;202507;513881387;VWR8130S3-SEDAN;84099100;PL;PT;10;EXW;11;3;;2,6;1;444;;QV999999999999;
INTRA-EX;202507;513881387;FMTUBL15;87089997;PL;PT;10;EXW;11;3;;0,6;1;103;;QV999999999999;
INTRA-EX;202507;513881387;CTS-IT-300R;84213100;GR;PT;10;EXW;11;3;;4,1;1;247;;GREL156587530;
INTRA-EX;202507;513881387;MS100210;85111000;GR;PT;10;EXW;11;3;;0,3;4;99;;GREL156587530;
INTRA-EX;202507;513881387;BHR83XZ;87088055;GR;PT;10;EXW;11;3;;7,8;1;160;;GREL156587530;
INTRA-EX;202507;513881387;MMTS-MAZ-04;90321020;GR;PT;10;EXW;11;3;;0,1;1;48;;GREL156587530;
INTRA-EX;202507;513881387;L3P3BF2W;87089997;GR;PT;10;EXW;11;3;;1;1;252;;GREL156587530;
INTRA-EX;202507;513881387;CTS-IT-300R;84213100;GR;PT;10;EXW;11;3;;4,1;1;247;;GREL156587530;
INTRA-EX;202507;513881387;VWR1210R600EG;84213100;GR;PT;10;EXW;11;3;;5,2;1;458;;GREL156587530;
INTRA-EX;202507;513881387;AC-S1-CF-IP;40091100;GR;PT;10;EXW;11;3;;1,3;1;377;;GREL116214050;
INTRA-EX;202507;513881387;SAU0900-4C-RD;87083091;GR;PT;10;EXW;11;3;;0,5;1;116;;GREL116214050;
INTRA-EX;202507;513881387;AC-451-RAD;84198998;GR;PT;10;EXW;11;3;;6,3;1;391;;QV999999999999;
INTRA-EX;202507;513881387;MMAI-MUS4-15P;842131000;GR;PT;10;EXW;11;3;;6;1;263;;QV999999999999;
INTRA-EX;202507;513881387;MMBCC-MUS4-15PBE;84099100;GR;PT;10;EXW;11;3;;3;1;140;;QV999999999999;
INTRA-EX;202507;513881387;CTS-IT-256;40091100;BE;PT;10;EXW;11;3;;2,3;1;149;;BE0670639687;
INTRA-EX;202507;513881387;FMIND5R32-BLU;84213100;BE;PT;10;EXW;11;3;;4,1;1;280;;BE0782932134;
INTRA-EX;202507;513881387;R17-10-2;40091100;BE;PT;10;EXW;11;3;;0,1;1;82;;QV999999999999;
INTRA-EX;202507;513881387;SBW0271-4P-BK;87083091;BE;PT;10;EXW;11;3;;0,4;1;83;;QV999999999999;
INTRA-EX;202507;513881387;CTS-IGN-009;84099100;BE;PT;10;EXW;11;3;;0,3;3;94;;QV999999999999;
INTRA-EX;202507;513881387;AC-MK7-DI.A;87089997;BE;PT;10;EXW;11;3;;0,1;1;31;;QV999999999999;
INTRA-EX;202507;513881387;E90-85-040-01-22;73202081;BE;PT;10;EXW;11;3;;20;1;487;;QV999999999999;
INTRA-EX;202507;513881387;CTS-HW-0133;84099100;BE;PT;10;EXW;11;3;;0,5;1;134;;QV999999999999;
INTRA-EX;202507;513881387;CTS-HW-266-187;87089997;BE;PT;10;EXW;11;3;;3,4;1;320;;QV999999999999;
INTRA-EX;202507;513881387;SAUP044;87089235;BE;PT;10;EXW;11;3;;11,2;1;424;;QV999999999999;
INTRA-EX;202507;513881387;ATINTFO12;84198998;BE;PT;10;EXW;11;3;;16;1;449;;QV999999999999;
INTRA-EX;202507;513881387;CTS-IT-500;40091100;BE;PT;10;EXW;11;3;;1,6;1;148;;QV999999999999;
INTRA-EX;202507;513881387;FMDV8PS3-BLA;87089997;BE;PT;10;EXW;11;3;;1,2;1;231;;QV999999999999;
INTRA-EX;202507;513881387;BKR8EIX-4;85111000;BE;PT;10;EXW;11;3;;0,3;1;41;;QV999999999999;
INTRA-EX;202507;513881387;VWR13G500;84099100;BE;PT;10;EXW;11;3;;2;1;417;;QV999999999999;
INTRA-EX;202507;513881387;FMINT16-BLA;84198998;BE;PT;10;EXW;11;3;;9;1;420;;QV999999999999;
INTRA-EX;202507;513881387;VWR900003-5;85111000;BE;PT;10;EXW;11;3;;1,7;1;216;;QV999999999999;
INTRA-EX;202507;513881387;R7437-9-5;85111000;BE;PT;10;EXW;11;3;;0,3;1;206;;QV999999999999;
INTRA-EX;202507;513881387;06D115562;84099100;BE;PT;10;EXW;11;3;;0,2;1;4;;QV999999999999;
INTRA-EX;202507;513881387;ATMSFO5;84099100;BE;PT;10;EXW;11;3;;5,4;1;450;;QV999999999999;
INTRA-EX;202507;513881387;FMDV37-BLACK;84818040;BE;PT;10;EXW;11;3;;0,6;1;179;;QV999999999999;
INTRA-EX;202507;513881387;FMINDK45-PLEATED;84213100;BE;PT;10;EXW;11;3;;6,2;1;211;;QV999999999999;
INTRA-EX;202507;513881387;VWR1200R600E;84213100;IT;PT;10;EXW;11;3;;4,9;1;309;;IT03813391202;
INTRA-EX;202507;513881387;VWR1200R600E;84213100;IT;PT;10;EXW;11;3;;4,9;4;1238;;IT12034500012;
INTRA-EX;202507;513881387;VWR12G7R600ITBLA;84213100;IT;PT;10;EXW;11;3;;0,8;4;305;;IT12034500012;
INTRA-EX;202507;513881387;VWR12G7R600ITINLET;87089997;IT;PT;10;EXW;11;3;;0,4;2;200;;IT12034500012;
INTRA-EX;202507;513881387;VWR160001;87089997;IT;PT;10;EXW;11;3;;0,4;2;171;;IT12034500012;
INTRA-EX;202507;513881387;FMINDK45-PLEATED;84213100;IT;PT;10;EXW;11;3;;6,2;1;169;;IT12034500012;
INTRA-EX;202507;513881387;FMBH7-RED;40093100;IT;PT;10;EXW;11;3;;0,5;1;41;;IT12034500012;
INTRA-EX;202507;513881387;BSR20XZ;87088055;IT;PT;10;EXW;11;3;;5,1;1;122;;IT02710790060;
INTRA-EX;202507;513881387;9-301-1000;84133080;IT;PT;10;EXW;11;3;;0,5;1;109;;IT14481871003;
INTRA-EX;202507;513881387;MS100192;85111000;IT;PT;10;EXW;11;3;;0,3;16;597;;IT14481871003;
INTRA-EX;202507;513881387;MS100208;85111000;IT;PT;10;EXW;11;3;;0,3;4;99;;IT14481871003;
INTRA-EX;202507;513881387;VWR140014;87089997;IT;PT;10;EXW;11;3;;0,1;5;93;;IT14481871003;
INTRA-EX;202507;513881387;VWR180004;87089997;IT;PT;10;EXW;11;3;;0,1;2;53;;IT14481871003;
INTRA-EX;202507;513881387;CTS-HW-0133;84099100;IT;PT;10;EXW;11;3;;0,5;1;119;;IT02710790060;
